TAXONOMIC_NAME,FAMILY,Lmax,Linf,K,Kyears,M,Lifespan,GenerationTime,AgeMat,Lmat,LmaxYields,Wmax,MaxN_prot,Repr,Fecundity,Resilience,Main food,Trophic level,QB
Synchiropus rameus,Callionymidae,15.0,15.9,0.63,0.31,1.37,4.5,1.7,1.3,10,9.5,28.9 g,0.7/4.4,,,High; decline threshold,,,times the body weight per year
Synchiropus splendidus,Callionymidae,7.0,7.5,1.28,0.18,2.8,2.2,0.9,0.7,5.1,4.3,9.1 g,0.2/1.2,,,High; decline threshold,,0,times the body weight per year
Synchiropus stellatus,Callionymidae,7.5,8,1.2,0.19,2.63,2.3,1,0.7,5.4,4.6,,,,,High; decline threshold,,0,times the body weight per year
Synclidopus macleayanus,Soleidae,28.0,29.4,0.31,0.54,0.49,9.1,2.5,2.4,17.4,18,,,,,High; decline threshold,mainly animals,0,times the body weight per year
Syngnathoides biaculeatus,Syngnathidae,29.0,26.1,1.1,0.15,1.95,2.6,0.8,0.7,15.6,16.4,,,bearers: external brooders,110,High; decline threshold,mainly animals,3.6+/- s.e. 0.59,times the body weight per year
Synodus binotatus,Synodontidae,18.0,19,1.07,0.17,1.95,2.6,1,0.7,11.8,11.4,,,,,High; decline threshold,,0,times the body weight per year
Synodus dermatogenys,Synodontidae,24.0,25.3,0.82,0.2,1.49,3.5,0.9,0.9,15.2,15.4,233.0 g,6.1/38.1,,,High; decline threshold,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Synodus doaki,Synodontidae,28.0,29.4,0.71,0.23,0.91,4,1.1,1,17.4,18,,,,,High; decline threshold,,0,times the body weight per year
Synodus hoshinonis,Synodontidae,26.0,25.8,0.58,0.29,1.26,4.9,1.3,1.3,15.5,15.7,221.0 g,5.8/36.2,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,4.2+/- s.e. 0.71,times the body weight per year
Synodus indicus,Synodontidae,33.0,34.5,0.61,0.26,1.11,4.7,1.3,1.2,20.1,21.3,,,,,High; decline threshold,,0,times the body weight per year
Synodus jaculum,Synodontidae,20.0,21.1,0.97,0.18,1.77,2.9,1.1,0.8,12.9,12.8,,,,,High; decline threshold,mainly animals,0,times the body weight per year
Synodus kaianus,Synodontidae,30.0,31.5,0.55,0.29,,5.2,1.4,1.3,18.5,19.4,,,,,High; decline threshold,,0,times the body weight per year
Synodus macrops,Synodontidae,20.0,21.1,0.97,0.18,1.77,2.9,1.1,0.8,12.9,12.8,101.2 g,2.6/16.2,,,High; decline threshold,,0,times the body weight per year
Synodus myops,Synodontidae,40.0,43.2,0.17,0.9,0.42,16.7,4.8,4.1,24.6,26.9,"1,244.0 g",34.5/215.6,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,4.4+/- s.e. 0.39,times the body weight per year
Synodus oculeus,Synodontidae,18.3,19.3,0.87,0.21,,3.2,1.2,0.9,11.9,11.6,,,,,High; decline threshold,,0,times the body weight per year
Synodus rubromarmoratus,Synodontidae,20.0,21.1,0.97,0.18,1.77,2.9,1.1,0.8,12.9,12.8,,,,,High; decline threshold,,0,times the body weight per year
Synodus sageneus,Synodontidae,26.0,27.3,0.76,0.22,1.38,3.7,1,1,16.3,16.7,,,,,High; decline threshold,,0,times the body weight per year
Synodus similis,Synodontidae,18.0,19,1.07,0.17,1.38,2.6,1,0.7,11.8,11.4,,,,,High; decline threshold,,,times the body weight per year
Synodus tectus,Synodontidae,10.7,11.4,1.43,0.14,,2,0.8,0.6,7.4,6.7,,,,,High; decline threshold,,,times the body weight per year
Synodus variegatus,Synodontidae,40.0,29,0.43,0.39,0.93,6.6,1.8,1.7,17.2,17.8,351.0 g,9.4/58.8,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,4.2+/- s.e. 0.53,times the body weight per year
Taaningichthys bathyphilus,Myctophidae,8.0,8.6,0.4,0.58,,6.9,2.9,2.2,5.8,5,,,,,High; decline threshold,,0,times the body weight per year
Taeniamia biguttata,Apogonidae,11.0,11.7,1.14,0.18,2.3,2.5,1,0.7,7.6,6.9,,,,,High; decline threshold,,0,times the body weight per year
Taeniamia fucata,Apogonidae,10.0,10.7,1.24,0.17,2.51,2.2,0.9,0.7,7,6.3,23.4 g,0.6/3.8,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Taeniamia leai,Apogonidae,9.0,9.6,1.37,0.16,2.77,2,0.9,0.6,6.4,5.6,18.9 g,0.5/3.1,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.53,times the body weight per year
Taeniamia macroptera,Apogonidae,9.5,10.1,1.3,0.16,2.63,2.1,0.9,0.7,6.7,5.9,,,,,High; decline threshold,,0,times the body weight per year
Taeniamia melasma,Apogonidae,8.6,9.2,1.43,0.15,2.41,1.9,0.8,0.6,6.1,5.4,,,,,High; decline threshold,,,times the body weight per year
Taeniamia zosterophora,Apogonidae,8.0,8.6,1.52,0.15,3.08,1.8,0.8,0.6,5.8,5,10.4 g,0.2/1.2,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Taenianotus triacanthus,Scorpaenidae,10.0,10.7,0.51,0.42,1.29,5.5,2.2,1.7,7,6.3,,,,,High; decline threshold,mainly animals,4.1+/- s.e. 0.68,times the body weight per year
Taenioides cirratus,Gobiidae,30.0,31.5,0.24,0.69,0.57,11.8,3.3,3,18.5,19.4,76.0 g,1.9/11.9,,,Medium; decline threshold,mainly animals,3.9+/- s.e. 0.59,times the body weight per year
Taenioides gracilis,Gobiidae,30.0,31.5,0.24,0.69,0.57,11.8,3.3,3,18.5,19.4,,,,,Medium; decline threshold,mainly animals,4+/- s.e. 0.68,times the body weight per year
Taenioides limicola,Gobiidae,12.0,12.8,0.46,0.45,,6.1,2.4,1.8,8.2,7.6,,,,,High; decline threshold,,,times the body weight per year
Taeniura lymma,Dasyatidae,35.0 WD,36.6,,,,0,0,0,21.2,22.7,,,,,Please en,mainly animals,3.6+/- s.e. 0.54,times the body weight per year
Taeniurops meyeni,Dasyatidae,330.0,333,,,0.18,0,0,0,153.8,226.2,,,,,Please en,mainly animals,4.2+/- s.e. 0.69,times the body weight per year
Takifugu oblongus,Tetraodontidae,40.0,41.7,0.42,0.36,0.8,6.8,2,1.7,23.8,26,,,,,High; decline threshold,mainly animals,3.2+/- s.e. 0.44,times the body weight per year
Talismania antillarum,Alepocephalidae,16.0,16.9,0.4,0.48,,7,2.7,2,10.6,10.1,,,,,High; decline threshold,,,times the body weight per year
Talismania bifurcata,Alepocephalidae,27.7,29.1,0.24,0.71,,11.8,3.2,3,17.2,17.8,,,,,Medium; decline threshold,,,times the body weight per year
Talismania longifilis,Alepocephalidae,46.3,48.2,0.15,1,,19,5.6,4.5,27.1,30.2,,,,,Low; decline threshold,,0,times the body weight per year
Talismania mekistonema,Alepocephalidae,26.7,28,0.25,0.68,,11.3,3.1,2.9,16.7,17.1,,,,,Medium; decline threshold,,,times the body weight per year
Taractes asper,Bramidae,50.0,52,0.14,1.05,,20.4,6,4.8,29,32.7,,,,,Low; decline threshold,,0,times the body weight per year
Taractes rubescens,Bramidae,89.0,91.7,0.1,1.28,0.23,28.7,9,6.2,48.3,59,"6,631.0 g","193.3/1,208.1",,,Low; decline threshold,,0,times the body weight per year
Taractichthys longipinnis,Bramidae,100.0,102.8,0.08,1.56,,35.9,11.5,7.6,53.5,66.5,20.1 kg,"605.7/3,785.6",,,Low; decline threshold,mainly animals,4.5+/- s.e. 0.62,times the body weight per year
Taractichthys steindachneri,Bramidae,60.0,62.2,0.15,0.93,0.34,19.1,5.8,4.4,34.1,39.4,,,,,Low; decline threshold,,0,times the body weight per year
Taratretis derwentensis,Pleuronectidae,12.0,12.8,0.6,0.34,0.99,4.7,1.8,1.4,8.2,7.6,,,,,High; decline threshold,,,times the body weight per year
Tasmanogobius gloveri,Gobiidae,6.5,7,0.97,0.24,1.93,2.9,1.2,1,4.8,4,,,,,High; decline threshold,,,times the body weight per year
Tasmanogobius lasti,Gobiidae,5.5,5.9,1.13,0.22,2.25,2.4,1.1,0.8,4.1,3.4,,,,,High; decline threshold,,,times the body weight per year
Tasmanogobius lordi,Gobiidae,4.0,4.3,1.52,0.18,2.58,1.8,0.8,0.7,3.1,2.4,,,,,High; decline threshold,,,times the body weight per year
Tathicarpus butleri,Antennariidae,14.0,14.9,,,1.67,0,0,0,9.4,8.9,,,,,Please en,,,times the body weight per year
Teixeirichthys jordani,Pomacentridae,14.0,12.6,0.29,0.73,0.82,9.6,3.8,2.8,8.1,7.5,47.1 g,1.2/7.5,guarders: nesters,,Medium; decline threshold,plants/detritus+animals,3.4+/- s.e. 0.45,times the body weight per year
Tentoriceps cristatus,Trichiuridae,90.0,52.9,0.29,0.49,0.57,9.9,2.9,2.3,29.5,33.3,,,,,Medium; decline threshold,mainly animals,4.2+/- s.e. 0.58,times the body weight per year
Terapon jarbua,Terapontidae,36.0,35.9,0.24,0.67,0.51,12,3.4,2.9,20.8,22.2,"1,262.0 g",35.0/218.8,guarders: clutch tenders,,Medium; decline threshold,mainly animals,3.9+/- s.e. 0.46,times the body weight per year
Terapon puta,Terapontidae,16.0,16.9,0.77,0.24,1.57,3.7,1.4,1,10.6,10.1,,,,,High; decline threshold,mainly animals,3.1+/- s.e. 0.41,times the body weight per year
Terapon theraps,Terapontidae,30.0,34,0.61,0.26,1.2,4.7,1.3,1.2,19.8,21,625.0 g,17.0/106.2,guarders: clutch tenders,,High; decline threshold,mainly animals,3.5+/- s.e. 0.47,times the body weight per year
Tetrabrachium ocellatum,Tetrabrachiidae,7.0,7.5,,,,0,0,0,5.1,4.3,,,,,Please en,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Tetractenos glaber,Tetraodontidae,15.0,15.9,1.05,0.18,1.67,2.7,1,0.8,10,9.5,,,,,High; decline threshold,,,times the body weight per year
Tetractenos hamiltoni,Tetraodontidae,14.0,14.9,1.12,0.17,1.78,2.5,1,0.7,9.4,8.9,,,,,High; decline threshold,,,times the body weight per year
Tetragonurus cuvieri,Tetragonuridae,70.0,70,0.1,1.37,0.15,28.6,9.6,6.4,37.9,46.7,"1,646.0 g",46.0/287.5,,,Low; decline threshold,mainly animals,3.8+/- s.e. 0.35,times the body weight per year
Tetrapturus angustirostris,Istiophoridae,230.0,233.4,0.51,0.18,0.5,5.7,2,1.1,111.8,156.2,600.2 kg,"20,027.1/125,169.4",,,High; decline threshold,mainly animals,4.5+/- s.e. 0.76,times the body weight per year
Tetronarce macneilli,Torpedinidae,107.0,109.9,0.07,1.76,0.11,41.1,13.2,8.6,56.8,71.2,,,,,Low; decline threshold,mainly animals,4+/- s.e. 0.65,times the body weight per year
Tetrosomus concatenatus,Ostraciidae,30.0,31.5,,,0.49,0,0,0,18.5,19.4,,,,,Please en,,,times the body weight per year
Tetrosomus gibbosus,Ostraciidae,30.0,31.5,,,0.98,0,0,0,18.5,19.4,645.0 g,17.5/109.4,,,Please en,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Tetrosomus reipublicae,Ostraciidae,30.0,31.5,,,0.98,0,0,0,18.5,19.4,,,,,Please en,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Thalassoma amblycephalum,Labridae,16.0,16.9,0.42,0.46,,6.7,2.6,1.9,10.6,10.1,,,,,High; decline threshold,mainly animals,3.1+/- s.e. 0.24,times the body weight per year
Thalassoma hardwicke,Labridae,20.0,18.8,1,0.18,1.95,2.8,1.1,0.8,11.6,11.4,111.5 g,2.9/18.1,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Thalassoma jansenii,Labridae,20.0,21.1,0.41,0.44,0.93,6.9,2.6,1.9,12.9,12.8,,,,,High; decline threshold,mainly animals,3+/- s.e. 0.17,times the body weight per year
Thalassoma lunare,Labridae,45.0,46.9,0.19,0.79,0.36,15,4.4,3.6,26.5,29.3,"1,140.0 g",31.5/196.9,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Thalassoma lutescens,Labridae,30.0,31.5,0.28,0.59,0.53,10.1,2.8,2.6,18.5,19.4,501.0 g,13.5/84.4,,,Medium; decline threshold,mainly animals,3.7+/- s.e. 0.39,times the body weight per year
Thalassoma nigrofasciatum,Labridae,20.0,21.1,0.34,0.54,,8.3,3.1,2.2,12.9,12.8,,,,,High; decline threshold,,,times the body weight per year
Thalassoma purpureum,Labridae,46.0,47.9,0.19,0.78,0.43,15,4.4,3.6,27,30,,,,,Medium; decline threshold,mainly animals,3.8,times the body weight per year
Thalassoma quinquevittatum,Labridae,17.0,18,0.48,0.39,1.09,5.9,2.2,1.6,11.2,10.8,,,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.56,times the body weight per year
Thalassoma septemfasciatum,Labridae,31.0,32.5,0.27,0.61,0.61,10.5,2.9,2.6,19,20,,,,,Medium; decline threshold,,,times the body weight per year
Thalassoma trilobatum,Labridae,30.0,31.5,0.28,0.59,0.64,10.1,2.8,2.6,18.5,19.4,,,,,Medium; decline threshold,mainly animals,3.8+/- s.e. 0.58,times the body weight per year
Thamnaconus analis,Monacanthidae,19.3,20.4,0.38,0.48,,7.4,2.8,2,12.5,12.3,,,,,High; decline threshold,,,times the body weight per year
Thamnaconus degeni,Monacanthidae,28.0,29.4,0.32,0.52,0.51,8.9,2.4,2.3,17.4,18,,,,,High; decline threshold,,,times the body weight per year
Thamnaconus hypargyreus,Monacanthidae,17.8,18,0.47,0.4,1.07,6,2.3,1.7,11.2,10.8,104.6 g,2.7/16.9,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.44,times the body weight per year
Thamnaconus modestoides,Monacanthidae,30.0,31.5,0.3,0.55,0.47,9.4,2.6,2.4,18.5,19.4,,,,,Medium; decline threshold,,,times the body weight per year
Thamnaconus striatus,Monacanthidae,21.0,22.1,0.42,0.43,0.94,6.7,2.5,1.8,13.5,13.4,,,,,High; decline threshold,,,times the body weight per year
Thamnaconus tessellatus,Monacanthidae,22.0,23.2,0.34,0.52,,8.3,3.1,2.2,14.1,14.1,,,,,High; decline threshold,,,times the body weight per year
Thryssa aestuaria,Engraulidae,13.8,14.7,1.56,0.12,2.88,1.8,0.7,0.5,9.3,9.1,,,,,High; decline threshold,,,times the body weight per year
Thryssa baelama,Engraulidae,16.0,16.9,0.64,0.3,,4.4,1.7,1.2,10.6,10.1,70.9 g,1.8/11.2,,,High; decline threshold,mainly animals,2.9+/- s.e. 0.26,times the body weight per year
Thryssa brevicauda,Engraulidae,7.5,8,1.29,0.18,,2.1,0.9,0.7,5.4,4.6,,,,,High; decline threshold,,0,times the body weight per year
Thryssa encrasicholoides,Engraulidae,10.7,11.4,0.93,0.22,,3,1.2,0.9,7.4,6.7,,,,,High; decline threshold,,0,times the body weight per year
Thryssa hamiltonii,Engraulidae,27.0,22.9,1.32,0.13,2.18,2.1,0.7,0.6,13.9,14.8,88.4 g,2.3/14.4,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,3.4+/- s.e. 0.51,times the body weight per year
Thryssa marasriae,Engraulidae,6.9,7.4,1.39,0.17,,2,0.8,0.6,5,4.3,,,,,High; decline threshold,,,times the body weight per year
Thryssa mystax,Engraulidae,19.0,20.1,0.61,0.3,1.33,4.6,1.7,1.3,12.4,12.1,60.2 g,1.5/9.4,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,3.6+/- s.e. 0.59,times the body weight per year
Thryssa scratchleyi,Engraulidae,40.0,41.7,0.27,0.57,,10.5,3,2.6,23.8,26,,,,,Medium; decline threshold,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Thryssa setirostris,Engraulidae,18.0,19.1,0.41,0.45,1,6.9,2.6,1.9,11.8,11.5,67.5 g,1.7/10.6,,,High; decline threshold,mainly animals,3.3+/- s.e. 0.48,times the body weight per year
Thunnus alalunga,Scombridae,140.0 FL,109,0.23,0.51,0.32,12.4,4.5,2.7,56.4,74.5,21.9 kg,"661.8/4,136.2",nonguarders: open water/substratum egg scatterers,"2,449,490.00",Medium; decline threshold,mainly animals,4.3+/- s.e. 0.2,times the body weight per year
Thunnus albacares,Scombridae,239.0 FL,207,0.31,0.31,0.41,9.2,3.5,1.8,100.4,143.7,172.2 kg,"5,535.1/34,594.4",nonguarders: open water/substratum egg scatterers,"1,148,913.00",High; decline threshold,mainly animals,4.4+/- s.e. 0.41,times the body weight per year
Thunnus maccoyii,Scombridae,245.0 FL,220,0.15,0.65,0.21,19.2,7,3.7,106,150,245.8 kg,"7,984.5/49,903.1",nonguarders: open water/substratum egg scatterers,"14,491,377.00",Low; decline threshold,mainly animals,3.9+/- s.e. 0.53,times the body weight per year
Thunnus obesus,Scombridae,250.0,200.1,0.25,0.4,0.36,11.6,4.1,2.3,97.4,135.2,153.6 kg,"4,920.3/30,751.9",nonguarders: open water/substratum egg scatterers,"4,274,342.00",Medium; decline threshold,mainly animals,4.5,times the body weight per year
Thunnus orientalis,Scombridae,300.0 FL,320.5,0.1,0.87,0.14,28.1,10.3,5.4,148.6,218.5,,,,,Low; decline threshold,mainly animals,0,times the body weight per year
Thunnus tonggol,Scombridae,145.0 FL,110,0.32,0.36,0.55,8.9,2.9,1.9,56.9,71.3,"17,134.0 g","513.9/3,211.9",nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly animals,4.5+/- s.e. 0.62,times the body weight per year
Thymichthys verrucosus,Brachionichthyidae,9.3,9.9,,,1.12,0,0,0,6.5,5.8,,,,,Please en,,,times the body weight per year
Thyrsites atun,Gempylidae,200.0,203.4,0.19,0.45,0.24,15.3,5.3,3.1,98.8,135.3,40.7 kg,"1,252.9/7,830.6",nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,3.6+/- s.e. 0.26,
Thyrsitoides marleyi,Gempylidae,200.0,203.4,0.1,1.02,0.13,29,9.9,5.6,98.8,135.3,321.3 kg,"10,523.0/65,768.8",,,Low; decline threshold,mainly animals,4.2+/- s.e. 0.58,times the body weight per year
Thysanactis dentex,Stomiidae,18.0,19,0.48,0.39,,5.9,2.2,1.6,11.8,11.4,,,,,High; decline threshold,,,times the body weight per year
Thysanophrys celebica,Platycephalidae,20.0,21.1,0.62,0.29,1.27,4.5,1.7,1.2,12.9,12.8,,,,,High; decline threshold,,0,times the body weight per year
Thysanophrys chiltonae,Platycephalidae,25.0,26.3,0.51,0.33,1.04,5.6,1.5,1.5,15.7,16.1,152.7 g,4.0/25.0,,,High; decline threshold,mainly animals,3.8+/- s.e. 0.63,times the body weight per year
Thysanophrys cirronasa,Platycephalidae,38.0,39.7,0.34,0.45,0.58,8.4,2.4,2.1,22.8,24.7,,,,,High; decline threshold,,0,times the body weight per year
Thysanophrys papillaris,Platycephalidae,12.1,12.9,0.83,0.24,,3.4,1.3,1,8.3,7.6,,,,,High; decline threshold,,,times the body weight per year
Tilodon sexfasciatus,Kyphosidae,40.0,41.7,0.27,0.57,0.48,10.5,3,2.6,23.8,26,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Timorichthys disjunctus,Bythitidae,3.9,4.2,1.75,0.15,,1.6,0.7,0.6,3,2.4,,,,,High; decline threshold,,,times the body weight per year
Tinca tinca,Cyprinidae,70.0,54,0.12,1.19,0.23,23.2,6.9,5.6,30,34,"1,827.0 g",51.2/320.0,nonguarders: open water/substratum egg scatterers,"152,891.00",Low; decline threshold,mainly animals,3.7,times the body weight per year
Tomiyamichthys lanceolatus,Gobiidae,7.5,8,0.71,0.33,,3.9,1.7,1.3,5.4,4.6,,,,,High; decline threshold,,0,times the body weight per year
Tomiyamichthys latruncularius,Gobiidae,10.0,10.7,0.65,0.33,1.55,4.3,1.7,1.3,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Tomiyamichthys levisquama,Gobiidae,6.9,7.4,,,,0,0,0,5,4.3,,,,,Please en,,,times the body weight per year
Tongaichthys robustus,Gempylidae,30.0,31.5,0.48,0.34,,5.9,1.7,1.5,18.5,19.4,,,,,High; decline threshold,,,times the body weight per year
Torquigener andersonae,Tetraodontidae,16.0,16.9,0.99,0.19,1.58,2.8,1.1,0.8,10.6,10.1,,,,,High; decline threshold,,,times the body weight per year
Torquigener brevipinnis,Tetraodontidae,10.0,10.7,1.27,0.16,,2.2,0.9,0.7,7,6.3,,,,,High; decline threshold,,0,times the body weight per year
Torquigener hicksi,Tetraodontidae,13.0,13.8,1.2,0.16,2.3,2.3,0.9,0.7,8.8,8.2,,,,,High; decline threshold,,,times the body weight per year
Torquigener pallimaculatus,Tetraodontidae,18.0,19,0.74,0.25,,3.8,1.5,1.1,11.8,11.4,,,,,High; decline threshold,,,times the body weight per year
Torquigener parcuspinus,Tetraodontidae,10.0,10.7,1.53,0.14,2.93,1.8,0.7,0.6,7,6.3,,,,,High; decline threshold,,,times the body weight per year
Torquigener perlevis,Tetraodontidae,20.0,21.1,0.8,0.22,1.53,3.5,1.3,1,12.9,12.8,,,,,High; decline threshold,,,times the body weight per year
Torquigener pleurogramma,Tetraodontidae,21.0,22.1,0.77,0.23,1.22,3.7,1.4,1,13.5,13.4,,,,,High; decline threshold,,,times the body weight per year
Torquigener squamicauda,Tetraodontidae,15.0,15.9,1.05,0.18,1.67,2.7,1,0.8,10,9.5,,,,,High; decline threshold,,,times the body weight per year
Torquigener tuberculiferus,Tetraodontidae,9.5,10.1,1.33,0.16,,2.1,0.9,0.7,6.7,5.9,,,,,High; decline threshold,,,times the body weight per year
Torquigener whitleyi,Tetraodontidae,9.8,10.5,1.55,0.13,2.97,1.8,0.7,0.6,6.9,6.2,,,,,High; decline threshold,,,times the body weight per year
Toxotes chatareus,Toxotidae,40.0,40,0.31,0.5,0.68,9.2,2.6,2.2,22.9,24.8,,,,,High; decline threshold,mainly animals,4+/- s.e. 0.5,times the body weight per year
Toxotes jaculatrix,Toxotidae,30.0,31.5,0.39,0.42,0.81,7.3,2,1.8,18.5,19.4,,,,,High; decline threshold,plants/detritus+animals,2.6+/- s.e. 0.27,times the body weight per year
Trachichthys australis,Trachichthyidae,15.0,15.9,0.16,1.27,,17.5,6.7,4.9,10,9.5,,,,,Medium; decline threshold,mainly animals,0,times the body weight per year
Trachinops brauni,Plesiopidae,8.0,8.6,0.84,0.27,1.4,3.3,1.4,1.1,5.8,5,,,,,High; decline threshold,,,times the body weight per year
Trachinops caudimaculatus,Plesiopidae,15.0,15.9,0.47,0.41,0.78,6,2.3,1.7,10,9.5,,,,,High; decline threshold,,,times the body weight per year
Trachinops noarlungae,Plesiopidae,15.0,15.9,0.47,0.41,0.78,6,2.3,1.7,10,9.5,,,,,High; decline threshold,mainly animals,4+/- s.e. 0.66,times the body weight per year
Trachinotus baillonii,Carangidae,60.0,62.2,0.33,0.41,0.61,8.7,2.6,2,34.1,39.4,,,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.57,times the body weight per year
Trachinotus blochii,Carangidae,110.0 FL,113,0.17,0.69,,17,5.5,3.6,58.3,73.3,"16,788.0 g","503.2/3,145.0",,,Medium; decline threshold,mainly animals,3.7+/- s.e. 0.46,times the body weight per year
Trachinotus botla,Carangidae,75.0,77.5,0.27,0.48,0.5,10.6,3.3,2.4,41.5,49.5,"7,114.0 g","207.8/1,298.8",,,Medium; decline threshold,mainly animals,3.2+/- s.e. 0.4,times the body weight per year
Trachipterus jacksonensis,Trachipteridae,220.0,223.4,0.09,1.11,0.11,32.2,11.1,6.2,107.5,149.2,,,,,Low; decline threshold,mainly animals,3.6+/- s.e. 0.44,times the body weight per year
Trachonurus gagates,Macrouridae,47.8,49.7,0.17,0.87,0.26,16.8,4.9,4,27.9,31.2,,,,,Medium; decline threshold,,,times the body weight per year
Trachonurus sentipellis,Macrouridae,31.1,32.6,0.26,0.63,0.4,10.9,3.1,2.8,19.1,20.1,,,,,Medium; decline threshold,,,times the body weight per year
Trachonurus villosus,Macrouridae,60.0,62.2,0.14,1,0.22,20.4,6.2,4.7,34.1,39.4,,,,,Low; decline threshold,,,times the body weight per year
Trachonurus yiwardaus,Macrouridae,50.0,52,0.16,0.92,0.25,17.8,5.3,4.2,29,32.7,,,,,Medium; decline threshold,,,times the body weight per year
Trachurus declivis,Carangidae,64.0,46.4,0.2,0.75,0.33,14.3,4.4,3.4,26.2,29.9,"1,162.0 g",32.1/200.6,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,3.9+/- s.e. 0.61,times the body weight per year
Trachurus murphyi,Carangidae,70.0,81.6,0.09,1.47,0.17,31.9,9.9,7,43.5,52.2,"5,950.0 g","172.9/1,080.6",nonguarders: open water/substratum egg scatterers,,Low; decline threshold,mainly animals,3.3+/- s.e. 0.17,times the body weight per year
Trachurus novaezelandiae,Carangidae,50.0,41.9,0.3,0.51,0.46,9.5,3.1,2.3,23.9,27.7,"1,489.0 g",41.5/259.4,nonguarders: open water/substratum egg scatterers,,Medium; decline threshold,mainly animals,3.2+/- s.e. 0.4,times the body weight per year
Trachypoma macracanthus,Serranidae,22.0,23.2,0.45,0.39,0.81,6.3,2.3,1.7,14.1,14.1,,,,,High; decline threshold,,,times the body weight per year
Trachyrhamphus bicoarctatus,Syngnathidae,40.0,41.7,0.47,0.32,0.87,6.1,1.8,1.5,23.8,26,,,,,High; decline threshold,mainly animals,3.8+/- s.e. 0.5,times the body weight per year
Trachyrhamphus longirostris,Syngnathidae,40.0,41.7,0.47,0.32,0.87,6.1,1.8,1.5,23.8,26,,,,,High; decline threshold,,,times the body weight per year
Trachyrincus longirostris,Macrouridae,60.0,62.2,0.14,1,0.22,20.4,6.2,4.7,34.1,39.4,,,,,Low; decline threshold,,,times the body weight per year
Trachyscorpia carnomagula,Sebastidae,36.9,38.5,0.12,1.34,,23.7,6.7,5.8,22.2,23.9,,,,,Low; decline threshold,,,times the body weight per year
Trachyscorpia eschmeyeri,Sebastidae,35.0,36.6,0.12,1.36,,23.6,6.7,5.9,21.2,22.7,,,,,Low; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Trachystoma petardi,Mugilidae,81.0,83.6,0.16,0.67,0.27,18.1,5.7,4.1,44.5,53.6,,,,,Medium; decline threshold,plants/detritus+animals,2.3+/- s.e. 0.2,
Tragulichthys jaculiferus,Diodontidae,30.0,31.5,,,0.98,0,0,0,18.5,19.4,,,,,Please en,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Triacanthodes ethiops,Triacanthodidae,8.5,9.1,,,,0,0,0,6.1,5.3,,,,,Please en,,,times the body weight per year
Triacanthus biaculeatus,Triacanthidae,30.0,41.4,0.22,0.71,0.42,13.2,3.8,3.2,23.7,25.8,,,,,Medium; decline threshold,mainly animals,2.8+/- s.e. 0.29,times the body weight per year
Triacanthus nieuhofii,Triacanthidae,28.0,29.4,0.3,0.56,0.68,9.4,2.6,2.4,17.4,18,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Triaenodon obesus,Carcharhinidae,213.0,216.5,0.07,1.23,0.14,41.6,14.5,8.2,104.5,144.4,110.8 kg,"3,515.5/21,971.9",,,Low; decline threshold,mainly animals,4.2+/- s.e. 0.57,
Trianectes bucephalus,Tripterygiidae,7.0,7.5,0.99,0.24,,2.8,1.2,0.9,5.1,4.3,,,,,High; decline threshold,,,times the body weight per year
Trichiurus auriga,Trichiuridae,35.0,36.6,1.23,0.12,1.25,2.3,0.7,0.6,21.2,22.7,,,,,High; decline threshold,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Trichiurus australis,Trichiuridae,67.0,69.3,0.68,0.19,1.01,4.2,1.3,1,37.6,44.1,,,,,High; decline threshold,,,times the body weight per year
